state,$default,$end,'!','%','&','(',')','*','+',"','",'-','.','/',':',';','<','=','>','[',']','^','{','|','}','~',ADD_ASSIGN,ALIGNAS,ALIGNOF,AND_ASSIGN,AND_OP,ATOMIC,AUTO,BOOL,BREAK,CASE,CHAR,COMPLEX,CONST,CONTINUE,DEC_OP,DEFAULT,DIV_ASSIGN,DO,DOUBLE,ELIF,ELLIPSIS,ELSE,ENUM,ENUMERATION_CONSTANT,EQ_OP,EXCEPT,EXTERN,FLOAT,FOR,FOREACH,FUNC_NAME,F_CONSTANT,GENERIC,GE_OP,GOTO,IDENTIFIER,IF,IMAGINARY,IN,INC_OP,INLINE,INT,I_CONSTANT,LEFT_ASSIGN,LEFT_OP,LE_OP,LONG,LOWER_THAN_ELSE,MOD_ASSIGN,MUL_ASSIGN,NE_OP,NORETURN,OR_ASSIGN,OR_OP,PASS,PRINT,PTR_OP,RANGE,REGISTER,RESTRICT,RETURN,RIGHT_ASSIGN,RIGHT_OP,SHORT,SIGNED,SIZEOF,STATIC,STATIC_ASSERT,STRING_LITERAL,STRUCT,SUB_ASSIGN,SWITCH,THREAD_LOCAL,TH_OP,TRY,TYPEDEF,TYPEDEF_NAME,UNION,UNSIGNED,VOID,VOLATILE,WHILE,XOR_ASSIGN,error
0,,,,,,,,,,,,,,,,,,,,,,,,,,,s26,,,,s27,s5,s11,,,s12,s21,s8,,,,,,s19,,,,s25,,,,s3,s18,,,,,,,,,,s22,,,s7,s14,,,,,s15,,,,,s28,,,,,,,s6,s9,,,,s13,s16,,s4,s29,,s23,,,s30,,,s2,s1,s24,s17,s20,s10,,,
1,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,,,r128,r128,r128,,r128,,r128,,r128,r128,r128,,r128,r128,r128,r128,r128,r128,,r128,r128,r128,r128,r128,,r128,,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,,r128,r128,r128,r128,r128,r128,r128,r128,r128,r128,,r128,r128,r128,r128,r128,r128,r128,r128,r128,,r128,r128
2,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,,,r107,r107,r107,,r107,,r107,,r107,r107,r107,,r107,r107,r107,r107,r107,r107,,r107,r107,r107,r107,r107,,r107,,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,,r107,r107,r107,r107,r107,r107,r107,r107,r107,r107,,r107,r107,r107,r107,r107,r107,r107,r107,r107,,r107,r107
3,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,,,r108,r108,r108,,r108,,r108,,r108,r108,r108,,r108,r108,r108,r108,r108,r108,,r108,r108,r108,r108,r108,,r108,,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,,r108,r108,r108,r108,r108,r108,r108,r108,r108,r108,,r108,r108,r108,r108,r108,r108,r108,r108,r108,,r108,r108
4,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,,,r109,r109,r109,,r109,,r109,,r109,r109,r109,,r109,r109,r109,r109,r109,r109,,r109,r109,r109,r109,r109,,r109,,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,,r109,r109,r109,r109,r109,r109,r109,r109,r109,r109,,r109,r109,r109,r109,r109,r109,r109,r109,r109,,r109,r109
5,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,,,r111,r111,r111,,r111,,r111,,r111,r111,r111,,r111,r111,r111,r111,r111,r111,,r111,r111,r111,r111,r111,,r111,,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,,r111,r111,r111,r111,r111,r111,r111,r111,r111,r111,,r111,r111,r111,r111,r111,r111,r111,r111,r111,,r111,r111
6,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,,,r112,r112,r112,,r112,,r112,,r112,r112,r112,,r112,r112,r112,r112,r112,r112,,r112,r112,r112,r112,r112,,r112,,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,,r112,r112,r112,r112,r112,r112,r112,r112,r112,r112,,r112,r112,r112,r112,r112,r112,r112,r112,r112,,r112,r112
7,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,,,r162,r162,r162,,r162,,r162,,r162,r162,r162,,r162,r162,r162,r162,r162,r162,,r162,r162,r162,r162,r162,,r162,,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,,r162,r162,r162,r162,r162,r162,r162,r162,r162,r162,,r162,r162,r162,r162,r162,r162,r162,r162,r162,,r162,r162
8,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,,,r158,r158,r158,,r158,,r158,,r158,r158,r158,,r158,r158,r158,r158,r158,r158,,r158,r158,r158,r158,r158,,r158,,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,,r158,r158,r158,r158,r158,r158,r158,r158,r158,r158,,r158,r158,r158,r158,r158,r158,r158,r158,r158,,r158,r158
9,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,,,r159,r159,r159,,r159,,r159,,r159,r159,r159,,r159,r159,r159,r159,r159,r159,,r159,r159,r159,r159,r159,,r159,,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,,r159,r159,r159,r159,r159,r159,r159,r159,r159,r159,,r159,r159,r159,r159,r159,r159,r159,r159,r159,,r159,r159
10,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,,,r160,r160,r160,,r160,,r160,,r160,r160,r160,,r160,r160,r160,r160,r160,r160,,r160,r160,r160,r160,r160,,r160,,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,,r160,r160,r160,r160,r160,r160,r160,r160,r160,r160,,r160,r160,r160,r160,r160,r160,r160,r160,r160,,r160,r160
11,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,,,r122,r122,r122,,r122,,r122,,r122,r122,r122,,r122,r122,r122,r122,r122,r122,,r122,r122,r122,r122,r122,,r122,,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,,r122,r122,r122,r122,r122,r122,r122,r122,r122,r122,,r122,r122,r122,r122,r122,r122,r122,r122,r122,,r122,r122
12,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,,,r114,r114,r114,,r114,,r114,,r114,r114,r114,,r114,r114,r114,r114,r114,r114,,r114,r114,r114,r114,r114,,r114,,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,,r114,r114,r114,r114,r114,r114,r114,r114,r114,r114,,r114,r114,r114,r114,r114,r114,r114,r114,r114,,r114,r114
13,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,,,r115,r115,r115,,r115,,r115,,r115,r115,r115,,r115,r115,r115,r115,r115,r115,,r115,r115,r115,r115,r115,,r115,,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,,r115,r115,r115,r115,r115,r115,r115,r115,r115,r115,,r115,r115,r115,r115,r115,r115,r115,r115,r115,,r115,r115
14,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,,,r116,r116,r116,,r116,,r116,,r116,r116,r116,,r116,r116,r116,r116,r116,r116,,r116,r116,r116,r116,r116,,r116,,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,,r116,r116,r116,r116,r116,r116,r116,r116,r116,r116,,r116,r116,r116,r116,r116,r116,r116,r116,r116,,r116,r116
15,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,,,r117,r117,r117,,r117,,r117,,r117,r117,r117,,r117,r117,r117,r117,r117,r117,,r117,r117,r117,r117,r117,,r117,,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,,r117,r117,r117,r117,r117,r117,r117,r117,r117,r117,,r117,r117,r117,r117,r117,r117,r117,r117,r117,,r117,r117
16,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,,,r120,r120,r120,,r120,,r120,,r120,r120,r120,,r120,r120,r120,r120,r120,r120,,r120,r120,r120,r120,r120,,r120,,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,,r120,r120,r120,r120,r120,r120,r120,r120,r120,r120,,r120,r120,r120,r120,r120,r120,r120,r120,r120,,r120,r120
17,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,,,r121,r121,r121,,r121,,r121,,r121,r121,r121,,r121,r121,r121,r121,r121,r121,,r121,r121,r121,r121,r121,,r121,,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,,r121,r121,r121,r121,r121,r121,r121,r121,r121,r121,,r121,r121,r121,r121,r121,r121,r121,r121,r121,,r121,r121
18,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,,,r118,r118,r118,,r118,,r118,,r118,r118,r118,,r118,r118,r118,r118,r118,r118,,r118,r118,r118,r118,r118,,r118,,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,,r118,r118,r118,r118,r118,r118,r118,r118,r118,r118,,r118,r118,r118,r118,r118,r118,r118,r118,r118,,r118,r118
19,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,,,r119,r119,r119,,r119,,r119,,r119,r119,r119,,r119,r119,r119,r119,r119,r119,,r119,r119,r119,r119,r119,,r119,,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,,r119,r119,r119,r119,r119,r119,r119,r119,r119,r119,,r119,r119,r119,r119,r119,r119,r119,r119,r119,,r119,r119
20,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,,,r113,r113,r113,,r113,,r113,,r113,r113,r113,,r113,r113,r113,r113,r113,r113,,r113,r113,r113,r113,r113,,r113,,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,,r113,r113,r113,r113,r113,r113,r113,r113,r113,r113,,r113,r113,r113,r113,r113,r113,r113,r113,r113,,r113,r113
21,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,,,r123,r123,r123,,r123,,r123,,r123,r123,r123,,r123,r123,r123,r123,r123,r123,,r123,r123,r123,r123,r123,,r123,,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,,r123,r123,r123,r123,r123,r123,r123,r123,r123,r123,,r123,r123,r123,r123,r123,r123,r123,r123,r123,,r123,r123
22,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,,,r124,r124,r124,,r124,,r124,,r124,r124,r124,,r124,r124,r124,r124,r124,r124,,r124,r124,r124,r124,r124,,r124,,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,,r124,r124,r124,r124,r124,r124,r124,r124,r124,r124,,r124,r124,r124,r124,r124,r124,r124,r124,r124,,r124,r124
23,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,,,r132,r132,r132,,r132,,r132,,r132,r132,r132,,r132,r132,r132,r132,r132,r132,,r132,r132,r132,r132,r132,,r132,,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,,r132,r132,r132,r132,r132,r132,r132,r132,r132,r132,,r132,r132,r132,r132,r132,r132,r132,r132,r132,,r132,r132
24,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,,,r133,r133,r133,,r133,,r133,,r133,r133,r133,,r133,r133,r133,r133,r133,r133,,r133,r133,r133,r133,r133,,r133,,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,,r133,r133,r133,r133,r133,r133,r133,r133,r133,r133,,r133,r133,r133,r133,r133,r133,r133,r133,r133,,r133,r133
25,,,,,,,,,,,,,,,,,,,,,,s47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,s48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,r161,r161,r161,r161,r161,s49,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,,,r161,r161,r161,,r161,,r161,,r161,r161,r161,,r161,r161,r161,r161,r161,r161,,r161,r161,r161,r161,r161,,r161,,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,,r161,r161,r161,r161,r161,r161,r161,r161,r161,r161,,r161,r161,r161,r161,r161,r161,r161,r161,r161,,r161,r161
28,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,,,r163,r163,r163,,r163,,r163,,r163,r163,r163,,r163,r163,r163,r163,r163,r163,,r163,r163,r163,r163,r163,,r163,,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,,r163,r163,r163,r163,r163,r163,r163,r163,r163,r163,,r163,r163,r163,r163,r163,r163,r163,r163,r163,,r163,r163
29,,,,,,s50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,,,r110,r110,r110,,r110,,r110,,r110,r110,r110,,r110,r110,r110,r110,r110,r110,,r110,r110,r110,r110,r110,,r110,,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,,r110,r110,r110,r110,r110,r110,r110,r110,r110,r110,,r110,r110,r110,r110,r110,r110,r110,r110,r110,,r110,r110
31,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,,,r281,r281,r281,,r281,,r281,,r281,r281,r281,,r281,r281,r281,r281,r281,r281,,r281,r281,r281,r281,r281,,r281,,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,,r281,r281,r281,r281,r281,r281,r281,r281,r281,r281,,r281,r281,r281,r281,r281,r281,r281,r281,r281,,r281,r281
32,,,,,,s52,,s53,,,,,,,s54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,s26,r94,r94,r94,s27,s5,s11,,,s12,s21,s8,,r94,,r94,,s19,r94,r94,,s25,r94,r94,r94,s3,s18,,r94,r94,r94,r94,r94,,r94,,s22,r94,r94,s7,s14,r94,r94,r94,r94,s15,r94,r94,r94,r94,s28,r94,r94,r94,r94,r94,r94,s6,s9,,r94,r94,s13,s16,r94,s4,r94,r94,s23,r94,,s30,r94,r94,s2,s1,s24,s17,s20,s10,,r94,r94
34,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,r96,s26,r96,r96,r96,s27,s5,s11,,,s12,s21,s8,,r96,,r96,,s19,r96,r96,,s25,r96,r96,r96,s3,s18,,r96,r96,r96,r96,r96,,r96,,s22,r96,r96,s7,s14,r96,r96,r96,r96,s15,r96,r96,r96,r96,s28,r96,r96,r96,r96,r96,r96,s6,s9,,r96,r96,s13,s16,r96,s4,r96,r96,s23,r96,,s30,r96,r96,s2,s1,s24,s17,s20,s10,,r96,r96
35,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,,,r126,r126,r126,,r126,,r126,,r126,r126,r126,,r126,r126,r126,r126,r126,r126,,r126,r126,r126,r126,r126,,r126,,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,,r126,r126,r126,r126,r126,r126,r126,r126,r126,r126,,r126,r126,r126,r126,r126,r126,r126,r126,r126,,r126,r126
36,,,,,,,,,,,,,,,,,,,,,,s63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,,,r127,r127,r127,,r127,,r127,,r127,r127,r127,,r127,r127,r127,r127,r127,r127,,r127,r127,r127,r127,r127,,r127,,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,,r127,r127,r127,r127,r127,r127,r127,r127,r127,r127,,r127,r127,r127,r127,r127,r127,r127,r127,r127,,r127,r127
38,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,,,r125,r125,r125,,r125,,r125,,r125,r125,r125,,r125,r125,r125,r125,r125,r125,,r125,r125,r125,r125,r125,,r125,,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,,r125,r125,r125,r125,r125,r125,r125,r125,r125,r125,,r125,r125,r125,r125,r125,r125,r125,r125,r125,,r125,r125
39,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,r98,s26,r98,r98,r98,s27,s5,s11,,,s12,s21,s8,,r98,,r98,,s19,r98,r98,,s25,r98,r98,r98,s3,s18,,r98,r98,r98,r98,r98,,r98,,s22,r98,r98,s7,s14,r98,r98,r98,r98,s15,r98,r98,r98,r98,s28,r98,r98,r98,r98,r98,r98,s6,s9,,r98,r98,s13,s16,r98,s4,r98,r98,s23,r98,,s30,r98,r98,s2,s1,s24,s17,s20,s10,,r98,r98
40,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,r100,s26,r100,r100,r100,s27,s5,s11,,,s12,s21,s8,,r100,,r100,,s19,r100,r100,,s25,r100,r100,r100,s3,s18,,r100,r100,r100,r100,r100,,r100,,s22,r100,r100,s7,s14,r100,r100,r100,r100,s15,r100,r100,r100,r100,s28,r100,r100,r100,r100,r100,r100,s6,s9,,r100,r100,s13,s16,r100,s4,r100,r100,s23,r100,,s30,r100,r100,s2,s1,s24,s17,s20,s10,,r100,r100
41,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,r102,s26,r102,r102,r102,s27,s5,s11,,,s12,s21,s8,,r102,,r102,,s19,r102,r102,,s25,r102,r102,r102,s3,s18,,r102,r102,r102,r102,r102,,r102,,s22,r102,r102,s7,s14,r102,r102,r102,r102,s15,r102,r102,r102,r102,s28,r102,r102,r102,r102,r102,r102,s6,s9,,r102,r102,s13,s16,r102,s4,r102,r102,s23,r102,,s30,r102,r102,s2,s1,s24,s17,s20,s10,,r102,r102
42,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,,,r92,r92,r92,,r92,,r92,,r92,r92,r92,,r92,r92,r92,r92,r92,r92,,r92,r92,r92,r92,r92,,r92,,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,,r92,r92,r92,r92,r92,r92,r92,r92,r92,r92,,r92,r92,r92,r92,r92,r92,r92,r92,r92,,r92,r92
43,,s67,,,,,,,,,,,,,,,,,,,,,,,,,s26,,,,s27,s5,s11,,,s12,s21,s8,,,,,,s19,,,,s25,,,,s3,s18,,,,,,,,,,s22,,,s7,s14,,,,,s15,,,,,s28,,,,,,,s6,s9,,,,s13,s16,,s4,s29,,s23,,,s30,,,s2,s1,s24,s17,s20,s10,,,
44,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,,,r278,r278,r278,,r278,,r278,,r278,r278,r278,,r278,r278,r278,r278,r278,r278,,r278,r278,r278,r278,r278,,r278,,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,,r278,r278,r278,r278,r278,r278,r278,r278,r278,r278,,r278,r278,r278,r278,r278,r278,r278,r278,r278,,r278,r278
45,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,,,r280,r280,r280,,r280,,r280,,r280,r280,r280,,r280,r280,r280,r280,r280,r280,,r280,r280,r280,r280,r280,,r280,,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,,r280,r280,r280,r280,r280,r280,r280,r280,r280,r280,,r280,r280,r280,r280,r280,r280,r280,r280,r280,,r280,r280
46,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,s69,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,,,r152,r152,r152,,r152,,r152,,r152,r152,r152,,r152,r152,r152,r152,r152,r152,,r152,r152,r152,r152,r152,,r152,,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,,r152,r152,r152,r152,r152,r152,r152,r152,r152,r152,,r152,r152,r152,r152,r152,r152,r152,r152,r152,,r152,r152
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
